county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
El Dorado,2/24/21,4,1,5,190,1,1,4
San Benito,2/24/21,4,0,4,25,3,0,0
Trinity,2/24/21,0,0,0,25,0,0,0
San Mateo,2/24/21,53,5,58,704,16,2,21
Sonoma,2/24/21,39,0,39,687,12,0,15
Amador,2/24/21,3,0,3,52,1,0,2
Tulare,2/24/21,74,6,80,667,10,1,20
Yuba,2/24/21,22,0,22,261,4,0,0
Contra Costa,2/24/21,90,18,108,1296,28,3,45
Humboldt,2/24/21,8,2,10,276,0,1,6
Monterey,2/24/21,39,0,39,720,9,0,16
Solano,2/24/21,52,14,66,579,15,0,13
Madera,2/24/21,29,5,34,278,6,0,10
Ventura,2/24/21,151,9,160,1142,33,2,29
Mendocino,2/24/21,2,0,2,88,2,0,2
Butte,2/24/21,16,0,16,451,1,0,4
Fresno,2/24/21,227,15,242,1530,52,1,23
San Luis Obispo,2/24/21,19,2,21,460,2,0,21
Santa Clara,2/24/21,203,31,234,3088,62,3,60
Sacramento,2/24/21,182,11,193,2609,52,1,75
Los Angeles,2/24/21,1886,215,2101,19281,573,32,466
Glenn,2/24/21,0,0,0,47,0,0,0
Napa,2/24/21,10,0,10,219,4,0,57
San Diego,2/24/21,560,35,595,6499,179,6,218
Calaveras,2/24/21,1,0,1,33,0,0,5
Lassen,2/24/21,1,0,1,25,0,0,0
Modoc,2/24/21,0,0,0,12,0,0,0
Mono,2/24/21,0,0,0,17,0,0,2
Imperial,2/24/21,26,0,26,234,8,0,3
Nevada,2/24/21,1,2,3,132,1,0,1
Tehama,2/24/21,2,0,2,59,0,0,4
Kings,2/24/21,43,0,43,133,6,0,9
Lake,2/24/21,3,0,3,63,0,0,5
Siskiyou,2/24/21,2,0,2,56,3,0,2
Tuolumne,2/24/21,2,0,2,84,0,0,3
Santa Cruz,2/24/21,19,2,21,372,2,0,6
Sutter,2/24/21,0,0,0,14,0,0,0
Alameda,2/24/21,172,22,194,2443,50,1,77
Stanislaus,2/24/21,137,21,158,1300,30,3,18
Yolo,2/24/21,12,0,12,132,6,0,0
Del Norte,2/24/21,1,0,1,52,0,0,1
Santa Barbara,2/24/21,83,4,87,603,19,0,20
Placer,2/24/21,53,13,66,770,21,1,17
Orange,2/24/21,515,27,542,5887,160,2,222
Kern,2/24/21,161,7,168,1158,49,0,19
Inyo,2/24/21,1,0,1,29,0,0,1
Marin,2/24/21,14,3,17,317,4,0,16
Merced,2/24/21,35,1,36,271,8,0,2
Riverside,2/24/21,381,57,438,3288,102,5,55
Mariposa,2/24/21,0,0,0,14,0,0,0
Humboldt,2/25/21,8,2,10,276,0,0,6
Lassen,2/25/21,1,0,1,25,0,0,0
Mono,2/25/21,0,0,0,17,0,0,2
Tulare,2/25/21,72,6,78,667,10,2,19
Trinity,2/25/21,0,0,0,25,0,0,0
Santa Cruz,2/25/21,17,1,18,372,2,0,10
Colusa,2/25/21,1,0,1,48,0,0,5
Shasta,2/25/21,18,1,19,567,4,0,17
Yolo,2/25/21,10,0,10,132,5,0,2
Tuolumne,2/25/21,2,1,3,84,0,1,3
Kings,2/25/21,39,0,39,131,7,0,7
San Diego,2/25/21,535,26,561,6484,173,2,217
Orange,2/25/21,453,22,475,5866,137,5,234
Butte,2/25/21,13,0,13,451,2,0,5
Mariposa,2/25/21,0,0,0,14,0,0,0
Solano,2/25/21,46,16,62,581,13,1,7
Monterey,2/25/21,38,1,39,720,9,0,17
Madera,2/25/21,33,5,38,279,8,0,8
Tehama,2/25/21,3,0,3,59,0,0,3
Inyo,2/25/21,0,0,0,29,0,0,2
Fresno,2/25/21,218,17,235,1524,48,1,18
Napa,2/25/21,8,1,9,216,3,0,1
Santa Barbara,2/25/21,76,5,81,603,18,1,27
Calaveras,2/25/21,1,0,1,33,0,0,5
Alameda,2/25/21,168,19,187,2466,46,1,87
Riverside,2/25/21,361,63,424,3295,96,9,54
Ventura,2/25/21,144,8,152,1183,35,1,44
Yuba,2/25/21,21,0,21,261,6,0,2
Del Norte,2/25/21,1,0,1,52,0,0,1
Siskiyou,2/25/21,2,0,2,56,3,0,4
Los Angeles,2/25/21,1733,229,1962,19286,550,39,474
Lake,2/25/21,4,1,5,63,1,0,5
Mendocino,2/25/21,5,0,5,87,3,0,2
Placer,2/25/21,56,17,73,771,18,4,16
Stanislaus,2/25/21,139,14,153,1309,30,2,20
San Benito,2/25/21,6,0,6,25,4,0,0
El Dorado,2/25/21,5,0,5,190,2,0,6
San Mateo,2/25/21,54,2,56,697,16,0,17
Glenn,2/25/21,0,0,0,47,0,0,0
San Francisco,2/25/21,94,1,95,2120,27,0,74
San Bernardino,2/25/21,352,26,378,3559,91,3,110
Merced,2/25/21,35,0,35,271,6,0,8
Amador,2/25/21,3,1,4,52,0,1,2
Marin,2/25/21,13,2,15,317,4,1,15
Sacramento,2/25/21,177,16,193,2597,50,2,73
Contra Costa,2/25/21,74,14,88,1298,30,0,45
San Joaquin,2/25/21,117,14,131,877,40,7,6
Kern,2/25/21,162,1,163,1140,54,0,24
Modoc,2/25/21,0,0,0,12,0,0,0
Nevada,2/25/21,2,2,4,122,1,0,2
Sonoma,2/25/21,35,0,35,663,12,0,18
Santa Clara,2/25/21,192,27,219,3072,66,2,51
Plumas,2/25/21,0,0,0,35,0,0,0
San Luis Obispo,2/25/21,18,1,19,460,2,0,21
Imperial,2/25/21,25,0,25,234,8,0,4
Sutter,2/25/21,0,0,0,14,0,0,0
Santa Clara,2/26/21,194,25,219,3084,62,0,68
El Dorado,2/26/21,6,0,6,190,1,0,6
Sonoma,2/26/21,35,1,36,650,12,0,14
Placer,2/26/21,52,10,62,773,18,2,15
Inyo,2/26/21,2,0,2,29,0,0,2
Plumas,2/26/21,0,0,0,35,0,0,0
Shasta,2/26/21,18,1,19,567,4,0,17
San Diego,2/26/21,523,39,562,6493,167,6,222
Amador,2/26/21,3,0,3,52,0,0,1
Monterey,2/26/21,40,1,41,720,9,0,12
Lassen,2/26/21,1,0,1,25,0,0,0
Madera,2/26/21,29,7,36,279,12,0,6
Glenn,2/26/21,0,0,0,47,0,0,0
Mendocino,2/26/21,5,0,5,87,3,0,4
San Mateo,2/26/21,54,3,57,682,16,3,12
Imperial,2/26/21,22,0,22,234,8,0,5
Tulare,2/26/21,69,8,77,667,9,0,21
Kern,2/26/21,158,4,162,1140,52,0,24
Tehama,2/26/21,3,0,3,59,0,0,3
San Luis Obispo,2/26/21,18,1,19,460,2,0,21
Solano,2/26/21,45,12,57,577,14,0,13
Santa Barbara,2/26/21,74,6,80,603,18,1,28
Stanislaus,2/26/21,128,14,142,1305,31,1,19
Merced,2/26/21,33,0,33,271,6,0,8
Mono,2/26/21,1,0,1,17,0,0,2
Nevada,2/26/21,2,2,4,122,1,0,3
San Benito,2/26/21,6,0,6,25,4,0,0
San Bernardino,2/26/21,327,23,350,3542,85,4,116
Siskiyou,2/26/21,3,0,3,56,0,0,3
Contra Costa,2/26/21,72,11,83,1299,29,2,47
San Joaquin,2/26/21,109,7,116,879,39,2,6
Sacramento,2/26/21,177,17,194,2626,49,4,71
Butte,2/26/21,15,0,15,451,2,0,4
Santa Cruz,2/26/21,16,2,18,372,1,0,7
San Francisco,2/26/21,83,5,88,2116,24,1,66
Riverside,2/26/21,338,57,395,3292,87,5,60
Orange,2/26/21,444,15,459,5852,128,2,249
Yolo,2/26/21,11,0,11,132,4,0,4
Los Angeles,2/26/21,1661,194,1855,19252,533,32,461
Sutter,2/26/21,0,0,0,14,0,0,0
Del Norte,2/26/21,1,0,1,52,0,0,0
Marin,2/26/21,15,2,17,316,5,1,16
Calaveras,2/26/21,1,0,1,33,1,0,4
Humboldt,2/26/21,6,2,8,276,0,1,9
Fresno,2/26/21,207,20,227,1540,48,2,16
Modoc,2/26/21,0,0,0,12,0,0,0
Alameda,2/26/21,157,24,181,2475,42,2,101
Yuba,2/26/21,18,0,18,256,5,0,1
Lake,2/26/21,3,0,3,63,1,0,5
Ventura,2/26/21,144,9,153,1191,38,2,44
Tuolumne,2/26/21,2,0,2,84,0,0,0
Mariposa,2/26/21,0,0,0,14,0,0,0
Trinity,2/26/21,0,0,0,25,0,0,0
Colusa,2/26/21,0,0,0,48,0,0,5
Napa,2/26/21,7,3,10,210,2,0,47
Kings,2/26/21,34,0,34,126,6,0,0
Nevada,2/27/21,2,2,4,122,1,0,2
Tuolumne,2/27/21,0,0,0,84,0,0,2
Yolo,2/27/21,11,0,11,132,4,0,4
Riverside,2/27/21,328,50,378,3262,90,4,60
Butte,2/27/21,23,0,23,451,4,0,10
Glenn,2/27/21,0,0,0,47,0,0,0
Humboldt,2/27/21,6,3,9,276,0,1,9
San Francisco,2/27/21,78,8,86,2114,24,3,75
Mendocino,2/27/21,6,0,6,90,3,0,3
Ventura,2/27/21,141,5,146,1183,36,2,43
San Joaquin,2/27/21,105,9,114,879,40,2,7
San Mateo,2/27/21,56,3,59,675,17,0,17
Tulare,2/27/21,62,3,65,648,7,0,23
San Diego,2/27/21,485,34,519,6486,156,6,205
Colusa,2/27/21,0,0,0,48,0,0,5
Lake,2/27/21,1,0,1,63,1,0,5
Solano,2/27/21,39,14,53,590,12,0,11
Santa Cruz,2/27/21,15,1,16,372,1,1,9
Imperial,2/27/21,21,2,23,234,9,0,1
Shasta,2/27/21,18,1,19,567,4,0,20
Placer,2/27/21,61,9,70,770,16,0,21
Santa Barbara,2/27/21,70,6,76,603,18,2,28
Lassen,2/27/21,0,0,0,25,0,0,0
Siskiyou,2/27/21,3,0,3,56,0,0,3
Calaveras,2/27/21,1,0,1,33,1,0,5
Orange,2/27/21,421,22,443,5869,132,5,245
Tehama,2/27/21,3,0,3,59,0,0,3
Santa Clara,2/27/21,187,33,220,3056,62,3,57
Los Angeles,2/27/21,1578,183,1761,19266,495,29,465
Madera,2/27/21,26,7,33,281,5,0,2
Napa,2/27/21,8,0,8,207,2,0,11
Modoc,2/27/21,0,0,0,12,0,0,0
Alameda,2/27/21,163,26,189,2466,38,4,95
Mariposa,2/27/21,0,0,0,14,0,0,0
Sacramento,2/27/21,165,22,187,2598,49,6,68
El Dorado,2/27/21,4,1,5,190,1,1,3
Fresno,2/27/21,201,22,223,1508,41,1,14
Mono,2/27/21,1,0,1,17,0,0,2
Contra Costa,2/27/21,78,16,94,1327,26,1,47
Plumas,2/27/21,0,0,0,35,0,0,0
Stanislaus,2/27/21,120,15,135,1304,31,2,23
Kings,2/27/21,37,0,37,135,7,0,6
Trinity,2/27/21,0,0,0,25,0,0,0
San Benito,2/27/21,4,0,4,25,3,0,0
Monterey,2/27/21,38,3,41,720,9,0,14
Kern,2/27/21,159,3,162,1140,53,0,28
Sutter,2/27/21,0,0,0,14,0,0,0
Marin,2/27/21,13,3,16,317,4,1,18
Inyo,2/27/21,1,0,1,29,0,0,2
Sonoma,2/27/21,30,1,31,653,13,0,14
Del Norte,2/27/21,1,0,1,52,0,0,0
San Luis Obispo,2/27/21,16,1,17,460,1,0,24
Amador,2/27/21,3,0,3,52,1,0,2
Yuba,2/27/21,22,0,22,261,6,0,2
Merced,2/27/21,33,0,33,271,6,0,8
San Bernardino,2/27/21,299,23,322,3569,78,4,116
El Dorado,2/28/21,4,0,4,190,1,0,5
San Mateo,2/28/21,54,3,57,680,17,0,24
Tulare,2/28/21,62,8,70,647,9,0,22
Shasta,2/28/21,16,0,16,567,4,0,22
Mono,2/28/21,0,0,0,17,0,0,2
Ventura,2/28/21,116,4,120,1138,30,0,39
Merced,2/28/21,31,0,31,271,6,0,7
Humboldt,2/28/21,7,3,10,276,0,1,7
Lassen,2/28/21,0,0,0,25,0,0,0
Kern,2/28/21,148,6,154,1121,46,0,35
Colusa,2/28/21,0,0,0,48,0,0,5
Sonoma,2/28/21,29,1,30,632,16,0,14
Orange,2/28/21,419,26,445,5816,119,4,251
San Luis Obispo,2/28/21,17,1,18,460,2,0,28
Del Norte,2/28/21,2,0,2,53,1,0,1
Madera,2/28/21,20,8,28,280,3,0,2
Santa Cruz,2/28/21,15,1,16,372,1,1,10
Napa,2/28/21,5,0,5,202,2,0,3
Amador,2/28/21,3,0,3,52,1,0,2
Plumas,2/28/21,0,0,0,35,0,0,0
Trinity,2/28/21,0,0,0,25,0,0,0
Tuolumne,2/28/21,0,0,0,84,0,0,2
Placer,2/28/21,61,11,72,770,16,0,19
San Benito,2/28/21,3,0,3,25,2,0,0
Stanislaus,2/28/21,111,15,126,1307,31,3,23
Monterey,2/28/21,38,1,39,720,8,0,16
Butte,2/28/21,24,0,24,451,5,0,13
Sutter,2/28/21,0,0,0,14,0,0,0
Sacramento,2/28/21,157,22,179,2594,47,4,86
Kings,2/28/21,33,0,33,129,7,0,2
Calaveras,2/28/21,0,0,0,33,0,0,6
Contra Costa,2/28/21,73,17,90,1327,25,0,68
Solano,2/28/21,42,14,56,590,13,0,12
Marin,2/28/21,14,3,17,317,3,1,17
Yolo,2/28/21,16,0,16,125,6,0,3
Siskiyou,2/28/21,2,0,2,56,0,0,4
Nevada,2/28/21,0,1,1,116,1,0,2
Modoc,2/28/21,0,0,0,12,0,0,0
Mariposa,2/28/21,0,0,0,14,0,0,0
San Joaquin,2/28/21,94,11,105,885,36,3,7
San Diego,2/28/21,484,20,504,6491,149,6,227
Yuba,2/28/21,18,1,19,261,5,0,3
Los Angeles,2/28/21,1502,157,1659,19137,475,28,518
Tehama,2/28/21,3,0,3,59,0,0,4
Santa Clara,2/28/21,189,32,221,3059,64,4,63
Alameda,2/28/21,152,26,178,2464,36,4,107
Glenn,2/28/21,0,0,0,47,0,0,0
Mendocino,2/28/21,4,0,4,84,2,0,2
Santa Barbara,2/28/21,59,5,64,603,17,0,34
San Francisco,2/28/21,79,6,85,2106,28,3,80
Inyo,2/28/21,0,0,0,29,0,0,2
Lake,2/28/21,1,0,1,63,1,0,26
Fresno,2/28/21,191,14,205,1502,38,1,15
San Bernardino,2/28/21,285,23,308,3548,75,5,112
Riverside,2/28/21,307,57,364,3259,83,11,61
Imperial,2/28/21,22,0,22,234,8,0,3
San Luis Obispo,3/1/21,12,2,14,460,1,0,30
Trinity,3/1/21,0,0,0,25,0,0,0
Kings,3/1/21,34,1,35,129,6,0,4
Placer,3/1/21,55,8,63,768,15,1,21
Mendocino,3/1/21,5,0,5,107,2,0,3
Siskiyou,3/1/21,3,0,3,56,1,1,4
San Bernardino,3/1/21,280,29,309,3483,69,6,130
Inyo,3/1/21,1,0,1,29,0,0,2
Del Norte,3/1/21,2,0,2,52,1,0,1
Plumas,3/1/21,0,0,0,35,0,0,0
Stanislaus,3/1/21,111,15,126,1297,28,3,25
Kern,3/1/21,143,8,151,1114,42,0,32
Orange,3/1/21,425,21,446,5863,116,5,255
Contra Costa,3/1/21,75,19,94,1291,26,0,51
Madera,3/1/21,21,9,30,282,3,0,8
San Diego,3/1/21,479,35,514,6486,152,4,237
Nevada,3/1/21,4,0,4,132,1,0,6
Lake,3/1/21,0,0,0,63,0,0,6
Butte,3/1/21,22,1,23,451,5,1,16
Modoc,3/1/21,0,0,0,12,0,0,0
Santa Cruz,3/1/21,13,1,14,372,2,0,8
Napa,3/1/21,5,0,5,209,0,0,6
Imperial,3/1/21,23,0,23,234,8,0,5
Sacramento,3/1/21,150,18,168,2554,46,0,88
San Joaquin,3/1/21,98,9,107,882,36,4,10
Alameda,3/1/21,136,24,160,2434,33,2,108
Solano,3/1/21,44,8,52,569,16,0,13
Sonoma,3/1/21,30,2,32,642,13,1,14
Mono,3/1/21,0,0,0,17,0,0,1
El Dorado,3/1/21,3,0,3,190,2,0,2
San Mateo,3/1/21,53,3,56,692,16,1,23
Sutter,3/1/21,0,0,0,14,0,0,0
Lassen,3/1/21,0,0,0,25,0,0,0
San Benito,3/1/21,2,0,2,25,1,0,0
Amador,3/1/21,2,0,2,52,1,0,1
Mariposa,3/1/21,0,0,0,14,0,0,0
Yuba,3/1/21,19,0,19,261,5,0,2
Fresno,3/1/21,181,17,198,1523,39,0,16
Santa Clara,3/1/21,182,23,205,3033,58,1,70
Tulare,3/1/21,62,9,71,667,9,0,21
Calaveras,3/1/21,0,0,0,33,0,0,8
Humboldt,3/1/21,3,5,8,276,0,1,5
Santa Barbara,3/1/21,61,6,67,603,19,2,30
Tehama,3/1/21,2,0,2,59,2,0,2
Marin,3/1/21,14,5,19,316,4,0,14
San Francisco,3/1/21,74,3,77,2103,22,0,99
Glenn,3/1/21,0,0,0,47,0,0,0
Riverside,3/1/21,301,45,346,3208,73,1,66
Shasta,3/1/21,16,0,16,567,4,0,26
Ventura,3/1/21,102,7,109,1113,33,3,39
Los Angeles,3/1/21,1476,155,1631,19111,460,25,563
Monterey,3/1/21,40,1,41,720,9,0,18
Colusa,3/1/21,1,0,1,48,0,0,5
Yolo,3/1/21,14,1,15,132,6,0,2
Tuolumne,3/1/21,0,0,0,84,0,0,6
Merced,3/1/21,33,0,33,271,5,0,6
Butte,3/2/21,21,0,21,451,5,0,15
Marin,3/2/21,13,4,17,321,4,0,17
Merced,3/2/21,29,0,29,271,4,0,8
El Dorado,3/2/21,3,0,3,190,2,0,2
Contra Costa,3/2/21,69,22,91,1288,23,1,54
Humboldt,3/2/21,1,5,6,276,0,0,9
Tehama,3/2/21,3,0,3,59,1,0,4
Tulare,3/2/21,62,12,74,672,10,0,22
Modoc,3/2/21,0,0,0,12,0,0,0
Kern,3/2/21,127,14,141,1117,42,0,17
Santa Cruz,3/2/21,12,0,12,372,2,0,6
Del Norte,3/2/21,1,0,1,52,1,0,1
Sonoma,3/2/21,22,2,24,664,10,1,13
Lassen,3/2/21,0,0,0,25,0,0,0
Yuba,3/2/21,21,0,21,261,4,0,3
Imperial,3/2/21,22,0,22,234,9,0,5
San Joaquin,3/2/21,97,7,104,881,36,1,11
San Francisco,3/2/21,76,2,78,2113,22,0,92
Ventura,3/2/21,101,14,115,1149,33,1,42
Orange,3/2/21,403,25,428,5830,107,7,256
Plumas,3/2/21,0,0,0,35,0,0,0
Napa,3/2/21,4,0,4,218,0,0,7
Kings,3/2/21,34,1,35,128,4,0,4
Mono,3/2/21,0,0,0,17,0,0,2
Riverside,3/2/21,303,44,347,3239,66,3,66
Sutter,3/2/21,0,0,0,14,0,0,0
Madera,3/2/21,14,3,17,279,3,1,9
Monterey,3/2/21,38,1,39,720,9,0,11
Mariposa,3/2/21,0,0,0,14,0,0,0
Nevada,3/2/21,4,1,5,118,2,0,4
Placer,3/2/21,46,10,56,774,16,1,19
Lake,3/2/21,0,0,0,63,0,0,5
Calaveras,3/2/21,0,0,0,33,0,0,8
San Benito,3/2/21,2,0,2,25,1,0,0
Solano,3/2/21,45,8,53,581,14,0,17
Santa Clara,3/2/21,170,20,190,2989,57,5,58
San Diego,3/2/21,443,29,472,6484,142,7,228
Tuolumne,3/2/21,0,0,0,84,0,0,3
San Bernardino,3/2/21,267,17,284,3507,69,2,118
Sacramento,3/2/21,154,16,170,2590,43,0,84
Trinity,3/2/21,0,0,0,25,0,0,0
Fresno,3/2/21,180,28,208,1536,36,2,25
Yolo,3/2/21,11,0,11,132,5,0,1
Glenn,3/2/21,0,0,0,47,0,0,0
Santa Barbara,3/2/21,57,2,59,603,19,1,23
Inyo,3/2/21,2,0,2,29,0,0,2
Amador,3/2/21,2,0,2,52,1,0,1
Los Angeles,3/2/21,1401,173,1574,19210,450,29,551
San Luis Obispo,3/2/21,11,3,14,460,1,0,29
San Mateo,3/2/21,49,5,54,710,15,1,22
Alameda,3/2/21,140,25,165,2464,31,1,106
Shasta,3/2/21,17,0,17,567,5,0,21
Mendocino,3/2/21,4,0,4,111,1,0,2
Siskiyou,3/2/21,3,0,3,56,2,0,2
Stanislaus,3/2/21,112,18,130,1307,28,4,14
Colusa,3/2/21,1,2,3,48,0,0,5
Napa,3/3/21,4,0,4,218,1,0,6
Kings,3/3/21,35,1,36,130,4,0,5
Nevada,3/3/21,3,1,4,132,2,0,3
San Bernardino,3/3/21,254,31,285,3544,63,0,120
San Benito,3/3/21,2,0,2,25,0,0,0
Tuolumne,3/3/21,1,0,1,84,0,0,2
Merced,3/3/21,22,0,22,271,2,0,8
El Dorado,3/3/21,4,0,4,190,3,0,4
Sutter,3/3/21,0,0,0,14,0,0,0
San Diego,3/3/21,429,24,453,6496,139,6,234
Alameda,3/3/21,145,29,174,2459,32,1,111
Marin,3/3/21,16,3,19,322,4,0,14
Riverside,3/3/21,303,43,346,3264,68,3,55
Santa Cruz,3/3/21,11,1,12,372,2,0,5
Modoc,3/3/21,0,0,0,12,0,0,0
San Francisco,3/3/21,65,9,74,2116,19,0,94
Ventura,3/3/21,102,4,106,1167,32,0,54
Yuba,3/3/21,22,0,22,261,1,0,1
Stanislaus,3/3/21,114,13,127,1306,26,3,16
Madera,3/3/21,13,6,19,278,3,0,13
Sonoma,3/3/21,18,5,23,660,8,1,15
Siskiyou,3/3/21,3,0,3,56,1,0,4
San Mateo,3/3/21,50,6,56,730,13,1,19
Glenn,3/3/21,0,0,0,47,0,0,0
Lassen,3/3/21,0,0,0,25,0,0,0
Amador,3/3/21,2,0,2,52,2,0,0
Del Norte,3/3/21,1,0,1,52,1,0,1
Los Angeles,3/3/21,1341,182,1523,19238,429,19,531
Kern,3/3/21,127,9,136,1127,34,8,30
Santa Barbara,3/3/21,52,1,53,603,18,0,23
Placer,3/3/21,50,4,54,772,17,0,17
Plumas,3/3/21,0,0,0,35,0,0,0
Lake,3/3/21,0,0,0,63,0,0,7
Monterey,3/3/21,40,1,41,720,8,0,12
Mendocino,3/3/21,2,0,2,110,2,0,3
Inyo,3/3/21,2,0,2,29,0,0,2
Shasta,3/3/21,15,0,15,567,5,0,8
Mariposa,3/3/21,0,0,0,14,0,0,0
Imperial,3/3/21,20,0,20,234,8,0,6
San Joaquin,3/3/21,93,11,104,905,35,3,10
Mono,3/3/21,0,0,0,17,0,0,2
Sacramento,3/3/21,152,9,161,2593,43,0,74
Yolo,3/3/21,7,0,7,134,4,0,1
San Luis Obispo,3/3/21,12,1,13,460,2,0,27
Butte,3/3/21,21,0,21,451,3,0,15
Tulare,3/3/21,54,10,64,672,8,0,23
Solano,3/3/21,44,8,52,593,11,0,17
Trinity,3/3/21,0,0,0,25,0,0,0
Contra Costa,3/3/21,64,24,88,1280,21,3,49
Humboldt,3/3/21,1,2,3,275,0,1,5
Santa Clara,3/3/21,176,28,204,3043,60,5,64
Fresno,3/3/21,174,24,198,1525,35,1,24
Calaveras,3/3/21,0,0,0,33,0,0,6
Tehama,3/3/21,3,0,3,59,1,0,1
Orange,3/3/21,379,26,405,5883,97,5,249
Colusa,3/3/21,1,2,3,48,0,0,5
Lassen,3/4/21,0,0,0,25,0,0,0
Glenn,3/4/21,0,0,0,47,0,0,0
Mariposa,3/4/21,0,0,0,14,0,0,0
San Francisco,3/4/21,53,12,65,2109,17,1,84
Sacramento,3/4/21,143,19,162,2585,46,1,79
San Mateo,3/4/21,46,5,51,721,15,2,20
Yuba,3/4/21,21,0,21,261,3,0,2
Contra Costa,3/4/21,67,26,93,1307,20,3,40
San Diego,3/4/21,401,23,424,6485,127,3,250
Butte,3/4/21,23,0,23,451,2,0,14
Kern,3/4/21,127,8,135,1134,40,0,35
San Joaquin,3/4/21,89,16,105,884,30,2,12
Monterey,3/4/21,39,1,40,720,8,0,15
San Bernardino,3/4/21,210,30,240,3531,66,3,128
Inyo,3/4/21,2,0,2,29,0,0,1
Imperial,3/4/21,21,1,22,234,7,0,6
Del Norte,3/4/21,1,0,1,52,1,0,0
Nevada,3/4/21,5,0,5,129,2,0,3
Kings,3/4/21,34,0,34,135,4,0,7
Tuolumne,3/4/21,1,0,1,84,0,0,2
Siskiyou,3/4/21,3,0,3,56,1,0,4
Santa Barbara,3/4/21,53,3,56,603,17,0,29
San Luis Obispo,3/4/21,12,2,14,460,2,0,23
Ventura,3/4/21,103,8,111,1159,31,1,52
Orange,3/4/21,339,24,363,5901,91,5,273
San Benito,3/4/21,2,0,2,25,0,0,0
Santa Clara,3/4/21,171,23,194,3003,59,2,47
Fresno,3/4/21,156,23,179,1513,34,2,23
El Dorado,3/4/21,4,0,4,190,3,0,11
Marin,3/4/21,15,4,19,318,4,0,11
Lake,3/4/21,0,0,0,63,0,0,1
Merced,3/4/21,20,0,20,271,1,0,9
Calaveras,3/4/21,0,0,0,33,0,0,6
Mendocino,3/4/21,2,0,2,111,2,0,4
Mono,3/4/21,0,0,0,17,0,0,2
Tulare,3/4/21,54,9,63,673,7,0,15
Solano,3/4/21,39,6,45,585,11,0,16
Shasta,3/4/21,11,0,11,567,4,0,19
Stanislaus,3/4/21,121,10,131,1301,26,3,21
Placer,3/4/21,51,9,60,777,16,0,21
Modoc,3/4/21,0,0,0,12,0,0,0
Riverside,3/4/21,279,43,322,3275,66,0,54
Humboldt,3/4/21,1,4,5,275,0,1,5
Trinity,3/4/21,0,0,0,25,0,0,0
Napa,3/4/21,5,1,6,215,3,0,5
Sonoma,3/4/21,19,0,19,694,9,0,14
Tehama,3/4/21,3,0,3,59,1,0,3
Santa Cruz,3/4/21,11,1,12,372,2,0,8
Alameda,3/4/21,140,27,167,2459,32,1,111
Sutter,3/4/21,0,0,0,14,0,0,0
Los Angeles,3/4/21,1264,191,1455,19291,372,16,551
Amador,3/4/21,2,0,2,52,2,0,0
Madera,3/4/21,9,3,12,278,3,0,6
Yolo,3/4/21,6,0,6,130,3,0,2
Colusa,3/4/21,1,3,4,48,0,0,5
Plumas,3/4/21,0,0,0,35,0,0,0
Contra Costa,3/5/21,60,22,82,1302,23,2,42
San Francisco,3/5/21,55,12,67,2106,14,1,79
Calaveras,3/5/21,0,0,0,33,0,0,6
Mariposa,3/5/21,0,0,0,14,0,0,0
Tulare,3/5/21,51,9,60,667,8,1,17
Imperial,3/5/21,22,0,22,234,6,0,8
Butte,3/5/21,19,0,19,451,3,0,17
Riverside,3/5/21,263,47,310,3256,66,2,67
Plumas,3/5/21,0,0,0,35,0,0,0
San Bernardino,3/5/21,248,38,286,3513,63,6,125
Santa Clara,3/5/21,166,33,199,3025,52,6,48
Trinity,3/5/21,0,0,0,25,0,0,0
Glenn,3/5/21,0,0,0,47,0,0,0
Placer,3/5/21,45,7,52,782,14,1,23
Sacramento,3/5/21,144,16,160,2598,44,4,94
Alameda,3/5/21,131,28,159,2456,36,2,104
Napa,3/5/21,7,0,7,213,2,0,2
Modoc,3/5/21,0,0,0,12,0,0,0
Santa Cruz,3/5/21,8,1,9,372,1,0,8
Monterey,3/5/21,39,1,40,720,9,0,16
Solano,3/5/21,36,8,44,566,12,1,9
Yuba,3/5/21,19,0,19,261,3,0,2
El Dorado,3/5/21,3,0,3,190,3,0,5
Ventura,3/5/21,110,6,116,1162,31,0,56
Nevada,3/5/21,5,0,5,110,1,0,3
San Luis Obispo,3/5/21,13,1,14,460,2,0,25
Sonoma,3/5/21,20,0,20,681,7,0,18
Orange,3/5/21,321,15,336,5887,87,3,247
Amador,3/5/21,2,0,2,52,2,0,1
San Benito,3/5/21,1,0,1,25,0,0,0
Siskiyou,3/5/21,2,0,2,56,1,0,4
Santa Barbara,3/5/21,50,1,51,603,16,0,25
Fresno,3/5/21,150,24,174,1497,37,5,24
Kings,3/5/21,35,0,35,131,5,0,5
Kern,3/5/21,126,10,136,1125,38,1,29
Shasta,3/5/21,12,0,12,567,4,0,16
Sutter,3/5/21,0,0,0,14,0,0,0
Inyo,3/5/21,2,0,2,29,0,0,1
Lake,3/5/21,0,0,0,63,0,0,4
Mono,3/5/21,0,0,0,17,0,0,2
Marin,3/5/21,17,4,21,326,4,0,8
San Mateo,3/5/21,44,8,52,734,14,2,21
Yolo,3/5/21,7,0,7,127,4,0,4
